user_id,signup_date,acquisition_channel,ab_test_group,age_groups,device
U00493,2025-02-26,Facebook,Control,25-34,Mobile
U00494,2025-01-17,Facebook,Variant,45+,Mobile
U00495,2025-02-28,Facebook,Control,35-44,Tablet
U00496,2025-03-22,Instagram,Control,25-34,Mobile
U00497,2025-03-05,TikTok,Variant,35-44,Mobile
U00498,2025-01-14,Google Ads,Variant,35-44,Mobile
U00499,2025-01-09,TikTok,Variant,45+,Desktop
U00500,2025-03-22,TikTok,Variant,18-24,Mobile
U00501,2025-01-29,TikTok,Variant,25-34,Mobile
U00502,2025-03-05,Facebook,Control,18-24,Desktop
U00503,2025-01-30,Organic,Variant,25-34,Desktop
U00504,2025-02-15,Facebook,Control,25-34,Tablet
U00505,2025-02-10,Facebook,Control,45+,Mobile
U00506,2025-03-13,Google Ads,Control,25-34,Desktop
U00507,2025-02-24,Facebook,Control,18-24,Desktop
U00508,2025-01-20,Google Ads,Variant,25-34,Mobile
U00509,2025-01-09,Facebook,Variant,45+,Mobile
U00510,2025-02-27,Facebook,Variant,35-44,Mobile
U00511,2025-01-15,Facebook,Variant,25-34,Mobile
U00512,2025-03-26,Facebook,Variant,45+,Tablet
U00513,2025-02-08,Instagram,Control,35-44,Mobile
U00514,2025-02-10,Instagram,Variant,35-44,Mobile
U00515,2025-02-08,Google Ads,Variant,18-24,Desktop
U00516,2025-03-24,Facebook,Control,18-24,Mobile
U00517,2025-01-12,Facebook,Control,25-34,Mobile
U00518,2025-03-20,Facebook,Variant,25-34,Mobile
U00519,2025-03-19,Facebook,Variant,18-24,Mobile
U00520,2025-02-01,Instagram,Variant,25-34,Desktop
U00521,2025-01-19,TikTok,Control,25-34,Mobile
U00522,2025-03-29,TikTok,Variant,18-24,Mobile
U00523,2025-03-14,Referral,Variant,45+,Mobile
U00524,2025-02-08,TikTok,Variant,35-44,Desktop
U00525,2025-01-19,Google Ads,Control,18-24,Mobile
U00526,2025-02-06,Instagram,Variant,18-24,Mobile
U00527,2025-03-17,Facebook,Variant,35-44,Tablet
U00528,2025-01-02,Google Ads,Control,45+,Mobile
U00529,2025-03-08,TikTok,Variant,18-24,Mobile
U00530,2025-01-23,TikTok,Control,45+,Tablet
U00531,2025-03-31,Facebook,Variant,45+,Desktop
U00532,2025-01-02,Instagram,Control,18-24,Mobile
U00533,2025-01-15,Instagram,Control,35-44,Desktop
U00534,2025-01-03,Google Ads,Control,45+,Mobile
U00535,2025-01-12,Google Ads,Control,18-24,Desktop
U00536,2025-01-03,Organic,Control,45+,Mobile
U00537,2025-03-22,Google Ads,Control,18-24,Tablet
U00538,2025-01-18,Facebook,Variant,18-24,Tablet
U00539,2025-02-14,TikTok,Variant,45+,Mobile
U00540,2025-03-05,Instagram,Control,25-34,Desktop
U00541,2025-02-02,Facebook,Control,18-24,Tablet
U00542,2025-02-25,Facebook,Control,45+,Mobile
U00543,2025-01-04,Google Ads,Control,45+,Mobile
U00544,2025-02-02,Facebook,Control,18-24,Desktop
U00545,2025-02-13,Facebook,Control,35-44,Tablet
U00546,2025-03-30,Instagram,Variant,35-44,Mobile
U00547,2025-02-02,Facebook,Variant,18-24,Mobile
U00548,2025-03-05,Facebook,Variant,18-24,Mobile
U00549,2025-01-05,Instagram,Control,18-24,Desktop
U00550,2025-03-06,Organic,Variant,25-34,Mobile
U00551,2025-03-19,Referral,Control,35-44,Mobile
U00552,2025-02-17,Instagram,Control,35-44,Mobile
U00553,2025-02-23,Google Ads,Variant,35-44,Mobile
U00554,2025-03-21,Facebook,Variant,35-44,Mobile
U00555,2025-02-17,Google Ads,Control,25-34,Desktop
U00556,2025-03-16,Facebook,Variant,18-24,Mobile
U00557,2025-01-15,Facebook,Variant,25-34,Desktop
U00558,2025-01-09,Google Ads,Variant,18-24,Mobile
U00559,2025-01-18,Facebook,Control,45+,Mobile
U00560,2025-03-31,Instagram,Variant,18-24,Mobile
U00561,2025-01-14,TikTok,Variant,45+,Tablet
U00562,2025-03-04,Facebook,Control,18-24,Mobile
U00563,2025-01-01,Referral,Variant,35-44,Mobile
U00564,2025-01-02,Instagram,Variant,35-44,Mobile
U00565,2025-03-28,Facebook,Variant,18-24,Mobile
U00566,2025-02-13,TikTok,Variant,25-34,Mobile
U00567,2025-01-10,Google Ads,Control,35-44,Desktop
U00568,2025-03-09,Facebook,Control,45+,Tablet
U00569,2025-02-24,Facebook,Variant,35-44,Desktop
U00570,2025-01-06,Organic,Control,45+,Mobile
U00571,2025-03-25,Google Ads,Control,45+,Mobile
U00572,2025-03-10,TikTok,Variant,35-44,Mobile
U00573,2025-03-25,Facebook,Variant,45+,Mobile
U00574,2025-01-04,Facebook,Variant,18-24,Mobile
U00575,2025-01-11,Facebook,Control,25-34,Mobile
U00576,2025-01-07,TikTok,Control,45+,Tablet
U00577,2025-01-02,Google Ads,Variant,45+,Mobile
U00578,2025-03-19,Organic,Variant,25-34,Mobile
U00579,2025-02-08,Facebook,Variant,45+,Desktop
U00580,2025-01-23,Facebook,Variant,35-44,Mobile
U00581,2025-02-14,Facebook,Control,45+,Mobile
U00582,2025-01-19,TikTok,Control,25-34,Mobile
U00583,2025-03-16,Instagram,Control,35-44,Mobile
U00584,2025-01-16,Instagram,Variant,35-44,Desktop
U00585,2025-03-14,Organic,Control,18-24,Mobile
U00586,2025-01-27,Facebook,Control,18-24,Mobile
U00587,2025-02-18,Facebook,Variant,45+,Mobile
U00588,2025-01-07,Facebook,Control,25-34,Mobile
U00589,2025-03-28,Instagram,Variant,35-44,Desktop
U00590,2025-02-04,Facebook,Variant,18-24,Mobile
U00591,2025-02-20,Instagram,Variant,18-24,Mobile
U00592,2025-03-21,TikTok,Control,35-44,Mobile
U00593,2025-03-01,Google Ads,Variant,45+,Mobile
U00594,2025-01-28,Google Ads,Variant,18-24,Mobile
U00595,2025-02-18,TikTok,Control,45+,Tablet
U00596,2025-02-20,Facebook,Variant,18-24,Mobile
U00597,2025-01-16,Facebook,Control,35-44,Mobile
U00598,2025-02-01,Google Ads,Variant,18-24,Mobile
U00599,2025-03-29,Google Ads,Control,25-34,Desktop
U00600,2025-02-28,TikTok,Control,18-24,Tablet
U00601,2025-02-17,Facebook,Control,35-44,Mobile
U00602,2025-03-20,Instagram,Variant,35-44,Mobile
U00603,2025-02-20,Google Ads,Control,18-24,Mobile
U00604,2025-02-18,Organic,Control,18-24,Mobile
U00605,2025-03-02,Google Ads,Variant,35-44,Mobile
U00606,2025-03-14,TikTok,Control,45+,Mobile
U00607,2025-03-18,TikTok,Control,35-44,Tablet
U00608,2025-01-19,TikTok,Variant,45+,Mobile
U00609,2025-02-11,Facebook,Control,18-24,Mobile
U00610,2025-03-25,Instagram,Control,35-44,Mobile
U00611,2025-01-10,Facebook,Variant,35-44,Mobile
U00612,2025-02-17,Instagram,Variant,25-34,Mobile
U00613,2025-03-21,Google Ads,Control,18-24,Mobile
U00614,2025-03-29,Organic,Variant,18-24,Mobile
U00615,2025-01-06,TikTok,Control,35-44,Mobile
U00616,2025-03-20,Google Ads,Control,18-24,Desktop
U00617,2025-02-23,Referral,Control,18-24,Mobile
U00618,2025-03-05,Facebook,Control,35-44,Desktop
U00619,2025-03-02,TikTok,Variant,45+,Mobile
U00620,2025-01-28,Facebook,Variant,45+,Mobile
U00621,2025-03-09,Facebook,Variant,18-24,Mobile
U00622,2025-01-26,Facebook,Control,35-44,Mobile
U00623,2025-02-03,Facebook,Control,45+,Mobile
U00624,2025-02-21,TikTok,Control,25-34,Mobile
U00625,2025-02-16,Facebook,Control,45+,Desktop
U00626,2025-03-24,Instagram,Variant,35-44,Tablet
U00627,2025-01-28,TikTok,Variant,18-24,Mobile
U00628,2025-02-19,Facebook,Control,25-34,Mobile
U00629,2025-01-31,Facebook,Variant,45+,Desktop
U00630,2025-02-10,Facebook,Control,18-24,Mobile
U00631,2025-02-10,Organic,Variant,25-34,Mobile
U00632,2025-02-09,Google Ads,Control,35-44,Mobile
U00633,2025-01-21,Google Ads,Control,25-34,Mobile
U00634,2025-01-17,Instagram,Variant,25-34,Mobile
U00635,2025-02-22,TikTok,Control,18-24,Desktop
U00636,2025-01-03,TikTok,Variant,35-44,Mobile
U00637,2025-01-26,Facebook,Control,35-44,Mobile
U00638,2025-03-21,Facebook,Control,18-24,Mobile
U00639,2025-01-26,Referral,Control,45+,Mobile
U00640,2025-02-21,Google Ads,Control,35-44,Mobile
U00641,2025-01-06,TikTok,Control,45+,Mobile
U00642,2025-01-10,TikTok,Control,18-24,Mobile
U00643,2025-03-20,Google Ads,Control,25-34,Mobile
U00644,2025-01-19,TikTok,Variant,35-44,Mobile
U00645,2025-02-25,Google Ads,Control,18-24,Tablet
U00646,2025-03-06,Facebook,Control,25-34,Mobile
U00647,2025-03-03,TikTok,Variant,25-34,Mobile
U00648,2025-01-30,Organic,Variant,35-44,Mobile
U00649,2025-01-21,Google Ads,Control,35-44,Mobile
U00650,2025-02-15,Facebook,Variant,45+,Mobile
U00651,2025-01-10,Google Ads,Control,45+,Tablet
U00652,2025-01-30,Facebook,Control,25-34,Mobile
U00653,2025-02-14,Facebook,Control,45+,Desktop
U00654,2025-01-09,TikTok,Control,35-44,Desktop
U00655,2025-02-13,TikTok,Variant,18-24,Desktop
U00656,2025-01-12,Instagram,Control,35-44,Mobile
U00657,2025-01-19,Organic,Control,35-44,Desktop
U00658,2025-02-16,Organic,Variant,35-44,Desktop
U00659,2025-02-17,TikTok,Variant,35-44,Mobile
U00660,2025-01-11,Instagram,Control,45+,Mobile
U00661,2025-02-01,Instagram,Control,35-44,Mobile
U00662,2025-01-25,Facebook,Variant,25-34,Mobile
U00663,2025-02-18,Google Ads,Control,35-44,Mobile
U00664,2025-02-24,Instagram,Control,35-44,Mobile
U00665,2025-01-31,Facebook,Variant,18-24,Mobile
U00666,2025-03-11,Facebook,Control,45+,Desktop
U00667,2025-03-10,Facebook,Variant,18-24,Tablet
U00668,2025-01-27,Facebook,Control,45+,Desktop
U00669,2025-02-16,TikTok,Control,25-34,Mobile
U00670,2025-02-20,Facebook,Control,25-34,Mobile
U00671,2025-03-26,TikTok,Control,45+,Desktop
U00672,2025-02-11,Facebook,Variant,25-34,Mobile
U00673,2025-01-21,TikTok,Variant,25-34,Desktop
U00674,2025-03-10,TikTok,Control,18-24,Desktop
U00675,2025-03-23,Instagram,Variant,45+,Mobile
U00676,2025-01-27,Google Ads,Control,35-44,Mobile
U00677,2025-01-28,Facebook,Variant,35-44,Tablet
U00678,2025-03-08,Instagram,Variant,35-44,Desktop
U00679,2025-02-25,TikTok,Control,25-34,Desktop
U00680,2025-01-26,Facebook,Variant,45+,Desktop
U00681,2025-01-20,Facebook,Control,18-24,Tablet
U00682,2025-02-21,Facebook,Control,35-44,Mobile
U00683,2025-02-06,Google Ads,Control,35-44,Mobile
U00684,2025-03-02,Facebook,Variant,45+,Desktop
U00685,2025-03-30,Instagram,Variant,25-34,Mobile
U00686,2025-02-14,Instagram,Variant,45+,Mobile
U00687,2025-01-26,Instagram,Variant,35-44,Mobile
U00688,2025-01-03,Facebook,Variant,45+,Mobile
U00689,2025-01-04,Instagram,Control,45+,Desktop
U00690,2025-02-08,Facebook,Control,18-24,Desktop
U00691,2025-01-09,Facebook,Variant,45+,Mobile
U00692,2025-03-15,Instagram,Control,35-44,Mobile
U00693,2025-02-26,Facebook,Control,18-24,Mobile
U00694,2025-01-31,TikTok,Control,35-44,Mobile
U00695,2025-01-03,Facebook,Control,35-44,Mobile
U00696,2025-01-10,TikTok,Control,18-24,Mobile
U00697,2025-01-27,TikTok,Control,35-44,Mobile
U00698,2025-02-11,Instagram,Control,45+,Desktop
U00699,2025-01-23,Organic,Variant,45+,Mobile
U00700,2025-01-27,Google Ads,Variant,35-44,Mobile
U00701,2025-02-23,Google Ads,Variant,35-44,Mobile
U00702,2025-01-12,Facebook,Variant,45+,Desktop
U00703,2025-02-10,Organic,Variant,35-44,Mobile
U00704,2025-03-06,Instagram,Control,35-44,Mobile
U00705,2025-01-25,Organic,Variant,25-34,Desktop
U00706,2025-01-08,Facebook,Variant,25-34,Mobile
U00707,2025-03-25,Facebook,Variant,18-24,Mobile
U00708,2025-02-14,Organic,Variant,25-34,Mobile
U00709,2025-01-24,Google Ads,Control,35-44,Mobile
U00710,2025-03-26,Instagram,Variant,25-34,Mobile
U00711,2025-02-17,Instagram,Variant,18-24,Mobile
U00712,2025-03-18,Google Ads,Control,25-34,Mobile
U00713,2025-02-20,Instagram,Control,25-34,Mobile
U00714,2025-02-20,TikTok,Variant,18-24,Tablet
U00715,2025-03-19,Instagram,Control,45+,Mobile
U00716,2025-03-10,Organic,Variant,25-34,Mobile
U00717,2025-02-05,Google Ads,Control,35-44,Mobile
U00718,2025-03-03,Instagram,Control,25-34,Mobile
U00719,2025-02-03,Referral,Control,25-34,Mobile
U00720,2025-01-16,TikTok,Control,25-34,Mobile
U00721,2025-02-08,Google Ads,Variant,35-44,Mobile
U00722,2025-01-22,Google Ads,Variant,35-44,Mobile
U00723,2025-02-10,Organic,Variant,25-34,Desktop
U00724,2025-03-08,Facebook,Control,18-24,Mobile
U00725,2025-01-13,Facebook,Control,45+,Desktop
U00726,2025-01-18,Instagram,Control,45+,Mobile
U00727,2025-02-05,TikTok,Variant,45+,Mobile
U00728,2025-02-23,TikTok,Control,25-34,Tablet
U00729,2025-03-04,TikTok,Variant,45+,Mobile
U00730,2025-02-15,Google Ads,Control,35-44,Tablet
U00731,2025-01-25,Google Ads,Control,45+,Tablet
U00732,2025-02-09,TikTok,Variant,18-24,Mobile
U00733,2025-03-17,Organic,Control,45+,Mobile
U00734,2025-02-11,TikTok,Control,25-34,Mobile
U00735,2025-02-22,Facebook,Variant,18-24,Mobile
U00736,2025-03-24,Instagram,Control,18-24,Mobile
U00737,2025-03-30,Google Ads,Variant,18-24,Desktop
U00738,2025-01-27,Instagram,Control,25-34,Desktop
U00739,2025-03-04,Google Ads,Control,25-34,Mobile
U00740,2025-01-12,Facebook,Variant,35-44,Mobile
U00741,2025-01-05,Referral,Variant,45+,Mobile
U00742,2025-01-02,Google Ads,Control,35-44,Desktop
U00743,2025-03-17,Referral,Control,35-44,Tablet
U00744,2025-01-09,Instagram,Variant,25-34,Mobile
U00745,2025-03-15,TikTok,Variant,45+,Mobile
U00746,2025-01-13,Google Ads,Variant,25-34,Mobile
U00747,2025-03-19,Google Ads,Control,35-44,Mobile
U00748,2025-02-05,Google Ads,Variant,35-44,Mobile
U00749,2025-02-04,Facebook,Variant,18-24,Tablet
U00750,2025-01-07,Google Ads,Variant,18-24,Mobile
U00751,2025-01-05,TikTok,Variant,45+,Mobile
U00752,2025-03-18,Facebook,Variant,18-24,Desktop
U00753,2025-02-02,Facebook,Variant,35-44,Mobile
U00754,2025-01-31,TikTok,Control,25-34,Mobile
U00755,2025-03-15,TikTok,Variant,25-34,Mobile
U00756,2025-01-01,Instagram,Variant,18-24,Mobile
U00757,2025-03-23,TikTok,Control,25-34,Mobile
U00758,2025-02-25,Facebook,Control,25-34,Mobile
U00759,2025-01-27,Organic,Variant,35-44,Tablet
U00760,2025-03-30,Facebook,Variant,25-34,Desktop
U00761,2025-03-06,Google Ads,Variant,25-34,Tablet
U00762,2025-01-27,TikTok,Variant,45+,Mobile
U00763,2025-03-22,Facebook,Control,18-24,Mobile
U00764,2025-02-02,Facebook,Control,35-44,Mobile
U00765,2025-01-05,Facebook,Variant,18-24,Mobile
U00766,2025-01-13,TikTok,Control,18-24,Mobile
U00767,2025-01-02,Organic,Control,35-44,Mobile
U00768,2025-02-22,Instagram,Control,18-24,Tablet
U00769,2025-01-28,Google Ads,Control,35-44,Mobile
U00770,2025-02-17,TikTok,Control,18-24,Mobile
U00771,2025-03-10,TikTok,Variant,45+,Tablet
U00772,2025-02-25,Instagram,Variant,35-44,Mobile
U00773,2025-02-11,TikTok,Control,25-34,Mobile
U00774,2025-03-20,TikTok,Variant,18-24,Desktop
U00775,2025-03-26,Google Ads,Variant,25-34,Mobile
U00776,2025-03-26,TikTok,Control,25-34,Mobile
U00777,2025-02-22,TikTok,Variant,35-44,Tablet
U00778,2025-01-28,Organic,Control,25-34,Mobile
U00779,2025-02-28,Instagram,Variant,35-44,Mobile
U00780,2025-03-10,Facebook,Variant,45+,Mobile
U00781,2025-01-04,TikTok,Variant,18-24,Mobile
U00782,2025-03-30,TikTok,Control,25-34,Mobile
U00783,2025-02-09,Facebook,Variant,45+,Mobile
U00784,2025-03-30,Facebook,Variant,35-44,Desktop
U00785,2025-01-08,Referral,Control,25-34,Mobile
U00786,2025-01-23,TikTok,Control,18-24,Mobile
U00787,2025-03-30,Instagram,Variant,18-24,Mobile
U00788,2025-03-14,Facebook,Control,45+,Mobile
U00789,2025-01-31,Facebook,Variant,45+,Mobile
U00790,2025-01-15,Google Ads,Variant,35-44,Desktop
U00791,2025-01-03,TikTok,Variant,25-34,Mobile
U00792,2025-02-16,Google Ads,Control,45+,Mobile
U00793,2025-03-14,Facebook,Variant,35-44,Desktop
U00794,2025-02-03,Instagram,Control,25-34,Mobile
U00795,2025-03-13,Facebook,Variant,45+,Mobile
U00796,2025-03-25,Google Ads,Variant,35-44,Mobile
U00797,2025-02-26,TikTok,Control,18-24,Mobile
U00798,2025-01-30,Google Ads,Control,35-44,Mobile
U00799,2025-01-11,TikTok,Variant,45+,Tablet
U00800,2025-01-08,Facebook,Variant,18-24,Mobile
U00801,2025-02-12,Instagram,Control,25-34,Mobile
U00802,2025-03-11,Facebook,Control,25-34,Desktop
U00803,2025-02-14,Facebook,Variant,35-44,Desktop
U00804,2025-03-24,Facebook,Variant,35-44,Mobile
U00805,2025-02-22,Instagram,Variant,45+,Desktop
U00806,2025-03-02,TikTok,Variant,35-44,Mobile
U00807,2025-03-12,Organic,Control,45+,Mobile
U00808,2025-02-09,Organic,Variant,25-34,Desktop
U00809,2025-02-02,Facebook,Variant,18-24,Mobile
U00810,2025-02-21,Google Ads,Variant,18-24,Mobile
U00811,2025-03-31,Instagram,Control,18-24,Mobile
U00812,2025-03-27,TikTok,Control,45+,Mobile
U00813,2025-03-14,Google Ads,Variant,35-44,Mobile
U00814,2025-01-17,Google Ads,Control,25-34,Desktop
U00815,2025-03-28,Instagram,Variant,45+,Mobile
U00816,2025-01-22,Referral,Control,18-24,Mobile
U00817,2025-02-04,TikTok,Variant,35-44,Tablet
U00818,2025-02-02,Referral,Control,45+,Mobile
U00819,2025-02-07,Instagram,Variant,35-44,Mobile
U00820,2025-01-23,Google Ads,Control,45+,Mobile
U00821,2025-02-15,Referral,Variant,45+,Mobile
U00822,2025-02-17,Google Ads,Control,18-24,Desktop
U00823,2025-02-20,Facebook,Variant,25-34,Mobile
U00824,2025-03-09,TikTok,Variant,25-34,Desktop
U00825,2025-02-03,Google Ads,Control,18-24,Desktop
U00826,2025-01-09,Facebook,Variant,35-44,Mobile
U00827,2025-03-06,Facebook,Variant,18-24,Tablet
U00828,2025-02-08,Facebook,Variant,35-44,Mobile
U00829,2025-02-12,Facebook,Variant,18-24,Mobile
U00830,2025-01-23,Referral,Control,18-24,Mobile
U00831,2025-02-03,TikTok,Control,18-24,Mobile
U00832,2025-02-18,TikTok,Variant,35-44,Mobile
U00833,2025-01-13,Google Ads,Control,35-44,Mobile
U00834,2025-03-12,Instagram,Control,35-44,Desktop
U00835,2025-03-13,Facebook,Control,45+,Mobile
U00836,2025-01-12,Google Ads,Variant,45+,Mobile
U00837,2025-03-26,Organic,Variant,18-24,Mobile
U00838,2025-03-16,Facebook,Control,45+,Desktop
U00839,2025-03-15,Google Ads,Variant,25-34,Mobile
U00840,2025-02-09,Facebook,Variant,45+,Desktop
U00841,2025-02-23,Facebook,Control,25-34,Desktop
U00842,2025-03-30,TikTok,Control,35-44,Mobile
U00843,2025-01-31,Organic,Variant,25-34,Desktop
U00844,2025-03-17,Google Ads,Control,18-24,Mobile
U00845,2025-03-15,Facebook,Control,25-34,Mobile
U00846,2025-03-11,Google Ads,Variant,25-34,Mobile
U00847,2025-03-16,Instagram,Variant,25-34,Mobile
U00848,2025-03-23,Facebook,Variant,25-34,Tablet
U00849,2025-03-28,Google Ads,Variant,25-34,Mobile
U00850,2025-03-22,Google Ads,Control,18-24,Desktop
U00851,2025-01-31,TikTok,Variant,45+,Mobile
U00852,2025-02-14,Facebook,Variant,45+,Tablet
U00853,2025-01-19,Facebook,Control,45+,Mobile
U00854,2025-01-07,Instagram,Variant,25-34,Mobile
U00855,2025-03-21,Instagram,Control,18-24,Mobile
U00856,2025-03-17,Instagram,Variant,18-24,Mobile
U00857,2025-03-23,Google Ads,Variant,45+,Mobile
U00858,2025-01-02,Instagram,Control,18-24,Desktop
U00859,2025-03-04,Google Ads,Variant,18-24,Mobile
U00860,2025-02-26,Facebook,Variant,35-44,Mobile
U00861,2025-02-14,Facebook,Control,18-24,Mobile
U00862,2025-02-14,TikTok,Control,18-24,Mobile
U00863,2025-02-20,TikTok,Variant,18-24,Desktop
U00864,2025-02-19,Instagram,Variant,25-34,Tablet
U00865,2025-02-12,TikTok,Control,35-44,Mobile
U00866,2025-01-25,Instagram,Variant,25-34,Mobile
U00867,2025-03-27,Facebook,Control,45+,Mobile
U00868,2025-03-26,Google Ads,Control,35-44,Desktop
U00869,2025-01-16,Google Ads,Variant,25-34,Mobile
U00870,2025-03-15,Facebook,Control,25-34,Mobile
U00871,2025-02-11,Google Ads,Control,35-44,Mobile
U00872,2025-01-24,Google Ads,Variant,18-24,Mobile
U00873,2025-01-17,TikTok,Control,35-44,Desktop
U00874,2025-01-06,Google Ads,Variant,35-44,Desktop
U00875,2025-03-27,Google Ads,Variant,18-24,Desktop
U00876,2025-02-15,TikTok,Control,25-34,Mobile
U00877,2025-03-08,TikTok,Variant,35-44,Mobile
U00878,2025-02-03,TikTok,Variant,35-44,Mobile
U00879,2025-03-01,Facebook,Control,35-44,Mobile
U00880,2025-03-01,Referral,Variant,35-44,Tablet
U00881,2025-03-01,Instagram,Control,25-34,Mobile
U00882,2025-01-11,TikTok,Variant,45+,Mobile
U00883,2025-02-07,Instagram,Control,18-24,Mobile
U00884,2025-03-15,Instagram,Variant,45+,Mobile
U00885,2025-02-15,Facebook,Control,45+,Desktop
U00886,2025-01-16,Referral,Control,18-24,Desktop
U00887,2025-02-27,TikTok,Control,45+,Mobile
U00888,2025-03-22,Organic,Control,35-44,Tablet
U00889,2025-03-10,TikTok,Control,45+,Mobile
U00890,2025-03-09,Facebook,Variant,18-24,Mobile
U00891,2025-03-23,TikTok,Control,25-34,Mobile
U00892,2025-01-24,Google Ads,Variant,35-44,Desktop
U00893,2025-03-05,TikTok,Variant,45+,Mobile
U00894,2025-01-07,Instagram,Control,25-34,Mobile
U00895,2025-03-12,Facebook,Control,25-34,Mobile
U00896,2025-01-10,Instagram,Variant,25-34,Mobile
U00897,2025-02-14,Facebook,Variant,18-24,Mobile
U00898,2025-02-07,Organic,Control,35-44,Mobile
U00899,2025-01-23,Facebook,Control,35-44,Mobile
U00900,2025-01-21,Instagram,Control,45+,Mobile
U00901,2025-02-25,Instagram,Variant,45+,Mobile
U00902,2025-02-08,Facebook,Variant,25-34,Mobile
U00903,2025-02-21,Google Ads,Variant,35-44,Mobile
U00904,2025-01-05,Instagram,Control,35-44,Mobile
U00905,2025-03-08,Google Ads,Variant,45+,Tablet
U00906,2025-01-30,Facebook,Variant,18-24,Mobile
U00907,2025-03-25,Google Ads,Control,45+,Mobile
U00908,2025-03-15,Organic,Control,25-34,Mobile
U00909,2025-02-05,Facebook,Control,25-34,Desktop
U00910,2025-01-05,Instagram,Control,35-44,Mobile
U00911,2025-03-01,Facebook,Variant,18-24,Mobile
U00912,2025-01-25,TikTok,Control,45+,Tablet
U00913,2025-01-01,Instagram,Control,18-24,Desktop
U00914,2025-01-30,Facebook,Control,35-44,Mobile
U00915,2025-02-13,Facebook,Control,25-34,Mobile
U00916,2025-03-09,Organic,Variant,45+,Mobile
U00917,2025-02-20,TikTok,Control,25-34,Desktop
U00918,2025-01-23,Referral,Variant,18-24,Mobile
U00919,2025-02-03,TikTok,Variant,35-44,Mobile
U00920,2025-03-19,Facebook,Control,35-44,Mobile
U00921,2025-03-15,TikTok,Variant,18-24,Mobile
U00922,2025-02-25,Instagram,Variant,35-44,Mobile
U00923,2025-01-11,TikTok,Control,45+,Mobile
U00924,2025-01-26,Facebook,Control,18-24,Desktop
U00925,2025-02-23,Google Ads,Control,35-44,Mobile
U00926,2025-02-24,Facebook,Variant,45+,Mobile
U00927,2025-03-21,TikTok,Variant,35-44,Mobile
U00928,2025-03-16,Organic,Control,45+,Mobile
U00929,2025-03-26,Organic,Control,35-44,Mobile
U00930,2025-02-05,Facebook,Control,18-24,Mobile
U00931,2025-01-04,Organic,Variant,18-24,Tablet
U00932,2025-02-09,Google Ads,Variant,18-24,Mobile
U00933,2025-02-19,TikTok,Control,25-34,Tablet
U00934,2025-02-11,TikTok,Variant,35-44,Mobile
U00935,2025-02-13,Referral,Control,25-34,Mobile
U00936,2025-01-25,Google Ads,Control,25-34,Mobile
U00937,2025-01-30,Organic,Control,18-24,Tablet
U00938,2025-03-03,TikTok,Variant,25-34,Mobile
U00939,2025-01-25,Organic,Control,25-34,Tablet
U00940,2025-01-17,Facebook,Variant,18-24,Mobile
